name,path,description,homepage_url,project,repo_url,logo,twitter,crunchbase,chat_channel,accepted,dev_stats_url,artwork_url,stack_overflow_url,blog_url,mailing_list_url,slack_url,gitter_url,youtube_url,language
etcd,Coordination & Service Discovery,Distributed reliable key-value store for the most critical data of a distributed system,https://etcd.io/,graduated,https://github.com/etcd-io/etcd,https://landscape.cncf.io/logos/0d8c081f2c074582caafefe4b135388d3e62c6e64ca1faf2058743c9d784f14f.svg,https://twitter.com/etcdio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#etcd,2018-12-11,https://etcd.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/graduated.md#etcd-logos,https://stackoverflow.com/questions/tagged/etcd,,https://groups.google.com/forum/?hl=en#!forum/etcd-dev,http://slack.k8s.io/,,,Go
external-secrets,Security & Compliance,External Secrets Operator reads information from a third-party service like AWS Secrets Manager and automatically injects the values as Kubernetes Secrets.,https://external-secrets.io/,sandbox,https://github.com/external-secrets/external-secrets,https://landscape.cncf.io/logos/07686e3ac9335c6071c003bba42cc984b1bbef6feaa1b6ed02626937968d6e3b.svg,https://twitter.com/ExtSecretsOptr,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-07-26,https://externalsecretsoperator.devstats.cncf.io/,,,,,,,,Go
FabEdge,Cloud Native Network,Secure Edge Networking Solution Based On Kubernetes,https://github.com/FabEdge/,archived,https://github.com/FabEdge/fabedge,https://landscape.cncf.io/logos/ce938a89bb99f23e70e8140214fd0067a62aed038a0cccf70f93c64a3ca3186e.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-03-08,https://fabedge.devstats.cncf.io,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#fabedge-logos,,,,,,,Go
Falco,Security & Compliance,Cloud Native Runtime Security,https://falco.org/,graduated,https://github.com/falcosecurity/falco,https://landscape.cncf.io/logos/4b03a845c7d926abfb00df4ed9c16fc5a024b700fa1aea4984b1d8393550d46d.svg,https://twitter.com/falco_org,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-10-10,https://falco.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#falco-logos,,,,https://kubernetes.slack.com/messages/falco,,,C++
Flatcar Container Linux,Certified Kubernetes - Distribution,"A community Linux distribution designed for container workloads, with high security and low maintenance",https://www.flatcar.org/,incubating,https://github.com/flatcar/Flatcar,https://landscape.cncf.io/logos/0e5b4c979e798905f5bb26c892beffdd489dc56701347a802b0698257ca6bb24.svg,https://twitter.com/flatcar,,,2024-08-02,https://flatcar.devstats.cncf.io/,,,,,,,,Python
Fluentd,Observability,Fluentd: Unified Logging Layer (project under CNCF),https://www.fluentd.org/,graduated,https://github.com/fluent/fluentd,https://landscape.cncf.io/logos/af80830c567373db3566d11fc8f42f7a2648a58db4f11163fa143042ce515b04.svg,https://twitter.com/fluentd,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2016-11-08,https://fluentd.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/graduated.md#fluentd-logos,https://stackoverflow.com/questions/tagged/fluentd,http://www.fluentd.org/blog/,,http://slack.fluentd.org/,,,Ruby
Fluid,Scheduling & Orchestration,Fluid is an orchestration platform for elastic data abstraction and acceleration in cloud native environment.,https://fluid-cloudnative.github.io/,sandbox,https://github.com/fluid-cloudnative/fluid,https://landscape.cncf.io/logos/4153a534fe04862877884ff19ae25134e010ca59ca1eed3cfb0dba83e42be98b.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-04-28,,,,,,,,,Go
Flux,Continuous Integration & Delivery,Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.,https://fluxcd.io/,graduated,https://github.com/fluxcd/flux2,https://landscape.cncf.io/logos/c513f673e1c90ff7826a7aa6065452b4bade9bd731db2e05675b74d6f5940d49.svg,https://twitter.com/fluxcd,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-07-15,https://flux.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#flux-logos,,https://fluxcd.io/blog/,https://github.com/fluxcd/flux2/discussions,https://cloud-native.slack.com/messages/flux,,https://www.youtube.com/channel/UCoZxt-YMhGHb20ZkvcCc5KA,Go
Fonio,Observability,"Data first monitoring agent using (e)BPF, built on RedBPF",https://ingraind.org/,archived,https://github.com/foniod/foniod,https://landscape.cncf.io/logos/4775bdce8cad12d64380217cecb91e38d2c6570aff67e800600baf3473ff0896.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-03-30,,,,,,,,,Rust
gRPC,Remote Procedure Call,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",https://grpc.io/,incubating,https://github.com/grpc/grpc,https://landscape.cncf.io/logos/91304b6bc0ca2e9107c18c43a5732879d478909b6d2761b62af2beb445829d48.svg,https://twitter.com/grpcio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-02-16,https://grpc.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#grpc-logos,https://stackoverflow.com/questions/tagged/grpc,http://www.grpc.io/blog/,,,https://gitter.im/grpc/grpc,https://www.youtube.com/channel/UCrnk1HWelWnYtF78YZX80fg,C++
hami,Scheduling & Orchestration,Heterogeneous AI Computing Virtualization Middleware,https://project-hami.github.io/HAMi/,sandbox,https://github.com/Project-HAMi/HAMi,https://landscape.cncf.io/logos/83f6fa5c64fe08918331cb71cdeac645adedf0f70b6123186e03ff0caf21e201.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2024-08-21,,,,,,,,,Go
Harbor,Container Registry,"An open source trusted cloud native registry project that stores, signs, and scans content.",https://goharbor.io/,graduated,https://github.com/goharbor/harbor,https://landscape.cncf.io/logos/de4f2dfd628db72e7d482ff0d9d22f0615f800a222ce7c8d6d2b5a147da77883.svg,https://twitter.com/project_harbor,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-07-31,https://harbor.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#harbor-logos,https://stackoverflow.com/questions/tagged/harbor,,https://lists.cncf.io/g/harbor-users/topics,https://cloud-native.slack.com/messages/harbor/,,,Go
Headlamp,Observability,Extensible open source multi-cluster Kubernetes user interface,https://headlamp.dev,sandbox,https://github.com/headlamp-k8s/headlamp,https://landscape.cncf.io/logos/6a9599e47f2d58683902cdcfaba7a0309aa7c300d83a033e28194cb3a23c8163.svg,https://twitter.com/headlamp_ui,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-05-17,https://headlamp.devstats.cncf.io/,,,,,,,,TypeScript
Helm,Application Definition & Image Build,The Kubernetes Package Manager,https://helm.sh/,graduated,https://github.com/helm/helm,https://landscape.cncf.io/logos/caf58dcdb373502573c954e0aa3e03e725c12ffec5f8fe183c7f174b71357dd5.svg,https://twitter.com/helmpack,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#helm-dev,2018-06-01,https://helm.devstats.cncf.io/,https://github.com/cncf/artwork/blob/main/examples/graduated.md,https://stackoverflow.com/questions/tagged/helm,,,https://slack.k8s.io,,,Go
Hexa,Security & Compliance,Hexa Policy Orchestrator enables you to manage all of your access policies consistently across software providers.,https://hexaorchestration.org/,sandbox,https://github.com/hexa-org/policy-orchestrator,https://landscape.cncf.io/logos/96d137a40757bda05f6992d6586e41de3b2366bc6c0938955332fee20ced2535.svg,https://twitter.com/HexaPolicy,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-07-26,https://hexapolicyorchestrator.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#hexa-logos,,,,,,,Shell
HwameiStor,Cloud Native Storage,Hwameistor is an HA local storage system for cloud-native stateful workloads,https://hwameistor.io/,sandbox,https://github.com/hwameistor/hwameistor,https://landscape.cncf.io/logos/7aa08d84022b7307134dbe2c6fd04e032d77ebe3ecfffd7b5fbcc0ea2dcc994b.svg,https://twitter.com/daocloud_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-06-22,https://hwameistor.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/hwameistor,,https://hwameistor.io/blog,,https://cloud-native.slack.com/messages/hwameistor,,,Go
Hyperlight,Container Runtime,"A lightweight, secure container runtime solution designed for modern cloud-native workloads",https://github.com/hyperlight-dev/hyperlight,sandbox,https://github.com/hyperlight-dev/hyperlight,https://landscape.cncf.io/logos/2121ac233715cffe4a7d3c1debc815f2b3f2d6920ebd37be8a5b17298e4bd0a4.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2025-03-04,https://hyperlight.devstats.cncf.io/,,,,,,,,Rust
in-toto,Security & Compliance,in-toto is a framework to protect supply chain integrity.,https://in-toto.io,graduated,https://github.com/in-toto/in-toto,https://landscape.cncf.io/logos/78e76c8e6d3f6113e84431123f1f6642056727871828f76130b573c500aafd08.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-08-14,https://intoto.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#in-toto-logos,,,,https://cloud-native.slack.com/messages/in-toto,,,Python
Inclavare Containers,Container Runtime,"A novel container runtime, aka confidential container, for cloud-native confidential computing and enclave runtime ecosystem.",https://github.com/inclavare-containers/,sandbox,https://github.com/inclavare-containers/inclavare-containers,https://landscape.cncf.io/logos/e41968c9c34b53beccc0c7e7f92ecb814a07f7001c566c0f37be208dfa778fbf.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-09-14,https://inclavarecontainers.devstats.cncf.io/,,,,,https://cloud-native.slack.com/archives/C02HJJ81BD5,,,C
Inspektor Gadget,Observability,Open source eBPF debugging and data collection tool for Kubernetes and Linux,https://inspektor-gadget.io/,sandbox,https://github.com/inspektor-gadget/inspektor-gadget,https://landscape.cncf.io/logos/12fdeff1f5f9750559f4844b21edbdcb159b3797f2fd51e3e5b33293a07432dc.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-03-07,https://inspektorgadget.devstats.cncf.io/,,,,,,,,C
Interlink,Security & Compliance,"InterLink aims to provide an abstraction for the execution of a Kubernetes pod on any remote resource capable of managing a Container execution lifecycle. It allows you to extend your cloud environment anywhere by running Kubernetes workloads on various infrastructures, creating a seamless cloud-native experience across diverse environments.",https://intertwin-eu.github.io/interLink/,sandbox,https://github.com/interTwin-eu/interLink,https://landscape.cncf.io/,,,,2025-03-04,https://interlink.devstats.cncf.io/,,,https://intertwin-eu.github.io/interLink/blog/,,,,,Go
Istio,Service Mesh,"Simplify observability, traffic management, security, and policy with the Istio service mesh.",https://istio.io/,graduated,https://github.com/istio/istio,https://landscape.cncf.io/logos/2d881599f6faed0a16840a675049bd10ce7096134d93df3f533aaf91972a9689.svg,https://twitter.com/IstioMesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-09-30,https://istio.devstats.cncf.io/,,https://stackoverflow.com/questions/tagged/istio,https://istio.io/blog/,,https://slack.istio.io/,,https://www.youtube.com/c/Istio,Go
Jaeger,Observability,"CNCF Jaeger, a Distributed Tracing Platform",https://www.jaegertracing.io/,graduated,https://github.com/jaegertracing/jaeger,https://landscape.cncf.io/logos/5877af58428f6cd35e6dc2df2afe82af3b90853bd191670a60111e6e8c01ea54.svg,https://twitter.com/JaegerTracing,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#jaeger,2017-09-13,https://jaeger.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#jaeger-logos,https://stackoverflow.com/questions/tagged/jaeger,https://medium.com/jaegertracing/,https://groups.google.com/forum/#!forum/jaeger-tracing,https://slack.cncf.io/,,,Go
k0s,Certified Kubernetes - Distribution,k0s is a single binary all-inclusive Kubernetes distribution with all the required bells and whistles preconfigured to make building a Kubernetes clusters a matter of just copying an executable to every host and running it.,https://k0sproject.io,sandbox,https://github.com/k0sproject/k0s,https://landscape.cncf.io/logos/9523ff790eb41082b7c6e4afc1f2c51d7ffd55c871199715a77f9ba33948d6b9.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2025-01-21,https://k0s.devstats.cncf.io/,,,,,,,,Go
k3s,Certified Kubernetes - Distribution,Lightweight Kubernetes,https://k3s.io,sandbox,https://github.com/k3s-io/k3s,https://landscape.cncf.io/logos/6fc4d4394f933b66196684183a6d138a3a8fc83d8d4f711028a80cba81c10397.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-08-19,https://k3s.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#k3slogos,,,,,,,Go
k8gb,Coordination & Service Discovery,A cloud native Kubernetes Global Balancer,https://www.k8gb.io,sandbox,https://github.com/k8gb-io/k8gb,https://landscape.cncf.io/logos/9de62179208dd12679c30b0569ac95769659282f04dafc19ff176b33a7356f72.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-03-30,https://k8gb.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#k8gb-logos,,,,https://cloud-native.slack.com/messages/k8gb,,,Go
K8sGPT,Observability,Giving Kubernetes Superpowers to everyone,https://www.k8sgpt.ai,sandbox,https://github.com/k8sgpt-ai/k8sgpt,https://landscape.cncf.io/logos/f9e682e95b478ecfbc73c3aab054432908b1df1eadba2fb96866bf73afeb276e.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-12-19,,,,,,,,,Go
K8up,Cloud Native Storage,Kubernetes and OpenShift Backup Operator,https://www.k8up.io/,sandbox,https://github.com/k8up-io/k8up,https://landscape.cncf.io/logos/9625e4ed1f66baeedc6cfeb225aa984a5e4f51ba7adee8d9b82525d4d05598b8.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-16,https://k8up.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#k8up-logos,,,,https://cloud-native.slack.com/messages/k8up,,,Go
Kairos,Automation & Configuration,The immutable Linux meta-distribution for edge Kubernetes.,https://kairos.io,sandbox,https://github.com/kairos-io/kairos,https://landscape.cncf.io/logos/3d27e1a349b4cfbf20f7b6bcc1117473c2978df5a26ca44f31df9aa9c9d19afe.svg,https://twitter.com/Kairos_OSS,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2024-04-13,,,,https://kairos.io/blog/,,https://cloud-native.slack.com/archives/C0707M8UEU8,,https://www.youtube.com/@Kairos-IO,Go
Kanister,Cloud Native Storage,"An extensible framework for application-level data management on Kubernetes, Kanister is a Cloud Native Computing Foundation sandbox project and was originally created by the Veeam Kasten team.",https://kanister.io,sandbox,https://github.com/kanisterio/kanister,https://landscape.cncf.io/logos/84ee6ae1df9138287c84d02bb7f9d6961e9ac332b179dbabe4b14804cac2107c.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-09-20,https://kanister.devstats.cncf.io/,,,,,,,,Go
Karmada,Scheduling & Orchestration,"Open, Multi-Cloud, Multi-Cluster Kubernetes Orchestration",https://karmada.io/,incubating,https://github.com/karmada-io/karmada,https://landscape.cncf.io/logos/57df0a733577a27787ef3a7a8544dc52e4c65a87a10c8d9705083429d599b0a8.svg,https://x.com/karmada_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#karmada,2021-09-14,https://karmada.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#karmada-logos,,,https://groups.google.com/forum/#!forum/karmada,https://cloud-native.slack.com/messages/karmada,,,Go
KCL,Automation & Configuration,A constraint-based record & functional language mainly used in configuration and policy scenarios.,https://kcl-lang.io/,sandbox,https://github.com/kcl-lang/kcl,https://landscape.cncf.io/logos/27aeb92e8d042666da9414aee158cef08859faf7b7743a0f3bb53e0d6fe85ba3.svg,https://twitter.com/kcl_language,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-09-20,https://kcl.devstats.cncf.io/,,,,,,,,Rust
kcp,Scheduling & Orchestration,Kubernetes-like control planes for form-factors and use-cases beyond Kubernetes and container workloads.,https://kcp.io,sandbox,https://github.com/kcp-dev/kcp,https://landscape.cncf.io/logos/37c0ef00d5c87478489e3e8649ddc5718cb277e4208f0280872c99010cd777fa.svg,https://twitter.com/kcp,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kcp-dev,2023-09-19,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kcp-logos,,,https://groups.google.com/g/kcp-dev,http://slack.k8s.io/,,,Go
KEDA,Scheduling & Orchestration, KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ,https://keda.sh/,graduated,https://github.com/kedacore/keda,https://landscape.cncf.io/logos/c87a77d52e0b19e58b98012864dbd5d963a4c4d97c767b15e074d30077104b12.svg,https://twitter.com/kedaorg,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-03-12,https://keda.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#keda-logos,,https://keda.sh/blog,,https://kubernetes.slack.com/archives/CKZJ36A5D,,https://www.youtube.com/playlist?list=PLvjRi5R9GQfASIcL4MLTfg2ZOoBdIi5Kq,Go
Kepler,Observability,Kepler (Kubernetes-based Efficient Power Level Exporter) uses eBPF to probe energy related system stats and exports as Prometheus metrics.,https://sustainable-computing.io/,sandbox,https://github.com/sustainable-computing-io/kepler,https://landscape.cncf.io/logos/6df80d6b2985ade2f7bf259fb8cb1c9379ef50ae6ecdea6a5763b0b1db2d6437.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-05-17,https://kepler.devstats.cncf.io/,,,,,,,,Go
Keptn,Continuous Integration & Delivery,Cloud-native application life-cycle orchestration. Keptn automates your SLO-driven multi-stage delivery and operations & remediation of your applications.,https://www.keptn.sh,incubating,https://github.com/keptn/lifecycle-toolkit,https://landscape.cncf.io/logos/4f47e9ff27a7943d9a6c4ab76eee79909d37c300af890a1d283d8ea9f6895aae.svg,https://twitter.com/keptnproject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-25,https://keptn.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#keptn-logos,,,,https://cloud-native.slack.com/messages/keptn/,,https://www.youtube.com/channel/UCHMn9HyAMeb81bRlaOuZyuQ,Go
Keycloak,Security & Compliance,"Keycloak is an open-source identity and access management solution for modern applications and services,  built on top of industry security standard protocols.",https://www.keycloak.org/,incubating,https://github.com/keycloak/keycloak,https://landscape.cncf.io/logos/e7ec76aed9cec7e65927f9f8cf4e675d49e79154c45c504a5cd6da1fdaecfc2d.svg,https://twitter.com/keycloak,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-04-10,https://keycloak.devstats.cncf.io/,https://github.com/keycloak/keycloak-misc/blob/main/logo/logo-key.svg,,,https://groups.google.com/forum/#!forum/keycloak-user,,,,Java
Keylime,Security & Compliance,Bootstrap & Maintain Trust on the Edge / Cloud and IoT.,https://keylime.dev/,sandbox,https://github.com/keylime/keylime,https://landscape.cncf.io/logos/e3ea8e4fb9046a5165fb38d7983d1d6c40e9a40dbee668e056b9ef6c77224650.svg,https://twitter.com/KeylimeProject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#Keylime,2020-09-22,https://keylime.devstats.cncf.io/,,,https://keylime.dev/blog,https://keylime.groups.io/g/main,https://cloud-native.slack.com/messages/keylime,,,Python
kGateway,Automation & Configuration,"An Envoy-powered, Kubernetes-native API Gateway that integrates Kubernetes Gateway API with a control plane for API connectivity in any cloud environment.",https://kgateway.dev/,sandbox,https://github.com/kgateway-dev/kgateway,https://landscape.cncf.io/logos/563eeabb73cb8fa1d567f965ccf820dd9abecfada55a1e5cc9c45d5c587f40e6.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2025-03-04,,,,https://kgateway.dev/blog,,,,,Go
KitOps,Automation & Configuration,"An open standard for packaging, managing, and deploying ML models and artifacts across different systems",https://kitops.org/,sandbox,https://github.com/jozu-ai/kitops,https://landscape.cncf.io/logos/2121ac233715cffe4a7d3c1debc815f2b3f2d6920ebd37be8a5b17298e4bd0a4.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2025-03-04,https://kitops.devstats.cncf.io/,,,,,,,,Go
Kmesh,Service Mesh,"Kmesh is a high-performance and low overhead service mesh data plane based on eBPF and programmable kernel. Kmesh brings traffic management, security and monitoring to service communication without needing application code changes. It is natively sidecarless, zero intrusion and without adding any resource cost to application container.",https://kmesh.net,sandbox,https://github.com/kmesh-net/kmesh,https://landscape.cncf.io/logos/7a6797f45399b0a78b94d7cafdde473862b600264e2fb52aa297d42cbc62c2d8.svg,https://twitter.com/Kmesh_net,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kmesh,2024-10-17,,,,,,https://slack.cncf.io/,,https://www.youtube.com/channel/UC-ToQ9h0SR_w492PpIfZAGw,Go
Knative,Scheduling & Orchestration,"Knative is a developer-focused serverless application layer which is a great complement to the existing Kubernetes application constructs. Knative consists of three components: an HTTP-triggered autoscaling container runtime called “Knative Serving”, a CloudEvents-over-HTTP asynchronous routing layer called “Knative Eventing”, and a developer-focused function framework which leverages the Serving and Eventing components, called ""Knative Functions"".",https://knative.dev,incubating,https://github.com/knative/serving,https://landscape.cncf.io/logos/6a1b7572490f95cada1836b3e0f932e5ff10c683bc1167b08ff868fb7867cfd5.svg,https://twitter.com/KnativeProject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-03-02,https://knative.devstats.cncf.io/,https://github.com/knative/docs/tree/main/docs/images/logo,https://stackoverflow.com/questions/tagged/knative,,https://groups.google.com/d/forum/knative-users,https://slack.cncf.io,,https://www.youtube.com/c/KnativeProject,Go
ko,Application Definition & Image Build,Build and deploy Go applications,https://ko.build/,sandbox,https://github.com/ko-build/ko,https://landscape.cncf.io/logos/506d1052b7a0edcbc8e2e43438661dd16937d1a06b064ddab7d27862414e979f.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#ko-build,2022-12-14,https://ko.devstats.cncf.io/,,,,,https://slack.k8s.io,,,Go
Konveyor,Application Definition & Image Build,Konveyor Operator fully manages the deployment and life cycle of Konveyor (formerly Tackle) on Kubernetes and OpenShift.,https://www.konveyor.io/,sandbox,https://github.com/konveyor/operator,https://landscape.cncf.io/logos/715ad140019608b9c66f808d41b05ced59f203baa0400704b8e52330966901fa.svg,https://twitter.com/Konveyor_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#konveyor,2022-07-26,https://konveyor.devstats.cncf.io/,,,,,https://slack.k8s.io,,,Jinja
Koordinator,Scheduling & Orchestration,"QoS based scheduling system for hybrid orchestration workloads on Kubernetes, bringing workloads the best layout and status.",https://koordinator.sh,sandbox,https://github.com/koordinator-sh/koordinator,https://landscape.cncf.io/logos/e87455bdd8e4b982eb0969b60ae5972d1299a1665ed900227758940399301466.svg,,https://www.crunchbase.com/organization/alibaba-cloud,,2024-04-16,,,,,,,,,Go
kpt,Automation & Configuration,Automate Kubernetes Configuration Editing,https://kpt.dev,sandbox,https://github.com/kptdev/kpt,https://landscape.cncf.io/logos/5316e6109dd6cb830370345eb51ebf18a9d64a376ce86db95f9dfe002c70784b.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-06-30,https://kpt.devstats.cncf.io/,,,,,,,,Go
Krator,Application Definition & Image Build,Kubernetes Rust State Machine Operator,https://docs.rs/crate/krator/latest,archived,https://github.com/krator-rs/krator,https://landscape.cncf.io/logos/0b56c8fc8b544995f3812568e10756441c545c8ad53a2138dbf6c6803cae692d.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-07-13,https://krator.devstats.cncf.io/,,,,,https://kubernetes.slack.com/messages/krator,,,Rust
Krkn,Chaos Engineering,Chaos testing tool for Kubernetes to identify bottlenecks and improve resilience and performance under failure conditions.,https://krkn-chaos.github.io/krkn,sandbox,https://github.com/krkn-chaos/krkn,https://landscape.cncf.io/logos/523015b3923b22b1ad39b1baa6ccc6388db069bd5312827ddbca4c50d650a37b.svg,,https://www.crunchbase.com/organization/red-hat,,2023-12-19,https://krknchaos.devstats.cncf.io,,,,,https://kubernetes.slack.com/messages/C05SFMHRWK1,,,Python
Krustlet,Container Runtime,Kubernetes Rust Kubelet,https://krustlet.dev,archived,https://github.com/krustlet/krustlet,https://landscape.cncf.io/logos/0b50e20cf2dfe72c5129f006a8a9ba4d103e58ca9a54af0907f99f043d8bb353.svg,https://twitter.com/krustlet,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-07-13,,,,,,,,,Rust
Kuadrant,API Gateway,"Kuadrant combines Gateway API and Istio-based gateway controllers to enhance application connectivity. It enables platform engineers  and application developers to easily connect, secure, and protect their services and infrastructure across multiple clusters  with policies for TLS, DNS, application authentication & authorization, and rate limiting.",https://kuadrant.io,sandbox,https://github.com/kuadrant/kuadrant-operator,https://landscape.cncf.io/logos/4be4dfdc7c156747f9043a33139f7aa08a6c14e0cfa2e35e85d9bd0a43d553f7.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2024-06-19,,,,,,,,,Go
Kuasar,Container Runtime,"A multi-sandbox container runtime that provides cloud-native, all-scenario multiple sandbox container solutions.",https://kuasar.io/,sandbox,https://github.com/kuasar-io/kuasar,https://landscape.cncf.io/logos/4bd193701e529754d6eb52cdae5e9adca6b1e8d2b5e54e5ae92cfb6789c888fa.svg,https://twitter.com/Kuasar_io,https://www.crunchbase.com/organization/huawei-cloud,#kuasar,2023-12-19,,,,,,https://slack.cncf.io/,,https://www.youtube.com/channel/UCm796d5_CMipZGrdFskbp2g,Rust
Kube-burner,Continuous Integration & Delivery,Kubernetes performance and scale test orchestration framework written in golang,https://kube-burner.github.io/kube-burner/,sandbox,https://github.com/kube-burner/kube-burner,https://landscape.cncf.io/logos/994a5fdc1fbd3f3723646d0dcdd73a29e3e6f4719c763a67b18106231f26faa1.svg,,https://www.crunchbase.com/organization/red-hat,,2023-12-18,https://kubeburner.devstats.cncf.io/,https://github.com/cncf/artwork/tree/main/projects/kube-burner,,,,https://kubernetes.slack.com/messages/kube-burner,,,Go
Kube-OVN,Cloud Native Network,A Bridge between SDN and Cloud Native (Project under CNCF),https://kube-ovn.io,sandbox,https://github.com/kubeovn/kube-ovn,https://landscape.cncf.io/logos/bf1cf997cd6f278ec603c61bd1b471e9f6f8874861dca08a6a55258a6bb87f78.svg,https://twitter.com/KubeOvn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-01-26,,,,,,https://communityinviter.com/apps/kube-ovn/kube-ovn,,,Go
kube-rs,Scheduling & Orchestration,kube-rs is the core Rust ecosystem for building applications against Kubernetes,https://kube.rs,sandbox,https://github.com/kube-rs/kube,https://landscape.cncf.io/logos/3fd24fb604916cf198ce47b362d659c36b3836a7d0652c88cf19f4a6abac3516.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kube,2021-11-16,https://kubers.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kube-rs-logos,,,,https://discord.gg/tokio,,,Rust
kube-vip,Cloud Native Network,Kubernetes Virtual IP and Load-Balancer for both control plane and Kubernetes services,https://kube-vip.io,sandbox,https://github.com/kube-vip/kube-vip,https://landscape.cncf.io/logos/90651bb18b79d9e32a2e302080236d9f43ce638f4c6fe53787b4dfb7f178fd11.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-06-26,https://kubevip.devstats.cncf.io/,,,,,,,,Go
